,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,NPOPCHG_2010,BIRTHS2010,DEATHS2010,NATURALINC2010,INTERNATIONALMIG2010,DOMESTICMIG2010,NETMIG2010,RESIDUAL2010,GQESTIMATESBASE2010
2588,50,3,7,48,41,Texas,Brazos County,194851,194861,195666,805,668,228,440,298,81,379,-14,13512
2589,50,3,7,48,43,Texas,Brewster County,9232,9232,9258,26,25,45,-20,2,40,42,4,75
2590,50,3,7,48,45,Texas,Briscoe County,1637,1637,1633,-4,7,9,-2,0,-2,-2,0,0
2591,50,3,7,48,47,Texas,Brooks County,7223,7223,7208,-15,25,12,13,5,-34,-29,1,67
2592,50,3,7,48,49,Texas,Brown County,38106,38106,38076,-30,108,160,-52,3,25,28,-6,1668
2593,50,3,7,48,51,Texas,Burleson County,17187,17187,17237,50,51,24,27,7,17,24,-1,163
2594,50,3,7,48,53,Texas,Burnet County,42750,42711,42762,51,110,117,-7,13,47,60,-2,1059
2595,50,3,7,48,55,Texas,Caldwell County,38066,38055,38127,72,114,38,76,3,-6,-3,-1,3376
2596,50,3,7,48,57,Texas,Calhoun County,21381,21382,21313,-69,72,73,-1,7,-77,-70,2,249
2597,50,3,7,48,59,Texas,Callahan County,13544,13545,13512,-33,31,60,-29,0,-3,-3,-1,75
2598,50,3,7,48,61,Texas,Cameron County,406220,406215,407630,1415,1818,598,1220,93,137,230,-35,3730
2599,50,3,7,48,63,Texas,Camp County,12401,12401,12398,-3,56,57,-1,9,-11,-2,0,67
2600,50,3,7,48,65,Texas,Carson County,6182,6184,6162,-22,15,18,-3,0,-20,-20,1,71
2601,50,3,7,48,67,Texas,Cass County,30464,30469,30457,-12,89,132,-43,-1,34,33,-2,354
2602,50,3,7,48,69,Texas,Castro County,8062,8063,8126,63,30,0,30,6,25,31,2,64
2603,50,3,7,48,71,Texas,Chambers County,35096,35107,35456,349,121,82,39,3,285,288,22,229
2604,50,3,7,48,73,Texas,Cherokee County,50845,50834,50941,107,203,78,125,2,-14,-12,-6,2851
2605,50,3,7,48,75,Texas,Childress County,7041,7041,7070,29,15,5,10,0,16,16,3,1418
2606,50,3,7,48,77,Texas,Clay County,10752,10754,10737,-17,19,22,-3,0,-15,-15,1,70
2607,50,3,7,48,79,Texas,Cochran County,3127,3127,3147,20,11,1,10,3,8,11,-1,78
2608,50,3,7,48,81,Texas,Coke County,3320,3317,3319,2,4,7,-3,0,6,6,-1,35
2609,50,3,7,48,83,Texas,Coleman County,8895,8893,8870,-23,16,46,-30,0,8,8,-1,40
2610,50,3,7,48,85,Texas,Collin County,782341,781419,787614,6195,2622,747,1875,603,3481,4084,236,3914
2611,50,3,7,48,87,Texas,Collingsworth County,3057,3057,3054,-3,14,15,-1,1,-3,-2,0,52
2612,50,3,7,48,89,Texas,Colorado County,20874,20872,20872,0,67,84,-17,10,10,20,-3,328
2613,50,3,7,48,91,Texas,Comal County,108472,108520,109306,786,312,185,127,25,590,615,44,1060
2614,50,3,7,48,93,Texas,Comanche County,13974,13960,13953,-7,29,39,-10,5,-2,3,0,161
2615,50,3,7,48,95,Texas,Concho County,4087,4087,4102,15,6,2,4,1,10,11,0,1588
2616,50,3,7,48,97,Texas,Cooke County,38437,38436,38472,36,139,70,69,6,-35,-29,-4,686
2617,50,3,7,48,99,Texas,Coryell County,75388,75474,75651,177,250,97,153,145,-116,29,-5,11444
2618,50,3,7,48,101,Texas,Cottle County,1505,1506,1512,6,9,2,7,0,-1,-1,0,0
2619,50,3,7,48,103,Texas,Crane County,4375,4375,4382,7,16,3,13,0,-6,-6,0,86
2620,50,3,7,48,105,Texas,Crockett County,3719,3719,3701,-18,17,19,-2,1,-16,-15,-1,49
2621,50,3,7,48,107,Texas,Crosby County,6059,6056,6026,-30,20,40,-20,0,-10,-10,0,62
2622,50,3,7,48,109,Texas,Culberson County,2398,2398,2403,5,6,2,4,1,-1,0,1,12
2623,50,3,7,48,111,Texas,Dallam County,6703,6700,6747,47,25,1,24,5,16,21,2,39
2624,50,3,7,48,113,Texas,Dallas County,2368139,2367430,2372993,5563,9738,3414,6324,2004,-2703,-699,-62,30398
2625,50,3,7,48,115,Texas,Dawson County,13833,13833,13826,-7,36,53,-17,1,10,11,-1,2146
2626,50,3,7,48,117,Texas,Deaf Smith County,19372,19372,19467,95,84,12,72,21,1,22,1,371
2627,50,3,7,48,119,Texas,Delta County,5231,5232,5242,10,15,26,-11,2,19,21,0,69
2628,50,3,7,48,121,Texas,Denton County,662614,662557,666760,4203,2190,689,1501,388,2158,2546,156,10344
2629,50,3,7,48,123,Texas,DeWitt County,20097,20097,20054,-43,57,91,-34,1,-6,-5,-4,1790
2630,50,3,7,48,125,Texas,Dickens County,2444,2441,2447,6,2,2,0,0,6,6,0,315
2631,50,3,7,48,127,Texas,Dimmit County,9996,9996,10043,47,32,9,23,2,21,23,1,104
2632,50,3,7,48,129,Texas,Donley County,3677,3726,3734,8,12,13,-1,1,8,9,0,291
2633,50,3,7,48,131,Texas,Duval County,11782,11777,11724,-53,39,40,-1,1,-55,-54,2,578
2634,50,3,7,48,133,Texas,Eastland County,18583,18582,18594,12,48,47,1,2,11,13,-2,885
2635,50,3,7,48,135,Texas,Ector County,137130,137136,137075,-61,578,218,360,-27,-411,-438,17,2175
2636,50,3,7,48,137,Texas,Edwards County,2002,2002,1999,-3,9,2,7,0,-9,-9,-1,5
2637,50,3,7,48,139,Texas,Ellis County,149610,149610,150367,757,481,194,287,1,452,453,17,1610
2638,50,3,7,48,141,Texas,El Paso County,800647,800633,803576,2943,3291,1131,2160,339,484,823,-40,15792
2639,50,3,7,48,143,Texas,Erath County,37890,37895,37912,17,117,81,36,8,-26,-18,-1,1888
2640,50,3,7,48,145,Texas,Falls County,17866,17863,17891,28,49,22,27,0,1,1,0,2068
2641,50,3,7,48,147,Texas,Fannin County,33915,33910,33920,10,88,78,10,2,4,6,-6,3145
2642,50,3,7,48,149,Texas,Fayette County,24554,24552,24556,4,53,38,15,1,-9,-8,-3,455
2643,50,3,7,48,151,Texas,Fisher County,3974,3978,3959,-19,11,18,-7,0,-13,-13,1,22
2644,50,3,7,48,153,Texas,Floyd County,6446,6446,6403,-43,22,34,-12,1,-32,-31,0,35
2645,50,3,7,48,155,Texas,Foard County,1336,1336,1344,8,3,3,0,0,7,7,1,30
2646,50,3,7,48,157,Texas,Fort Bend County,585375,584699,590253,5554,1936,652,1284,696,3335,4031,239,5936
2647,50,3,7,48,159,Texas,Franklin County,10605,10601,10607,6,25,24,1,3,2,5,0,114
2648,50,3,7,48,161,Texas,Freestone County,19816,19817,19803,-14,54,62,-8,0,-5,-5,-1,1584
2649,50,3,7,48,163,Texas,Frio County,17217,17217,17256,39,52,11,41,8,-7,1,-3,3271
2650,50,3,7,48,165,Texas,Gaines County,17526,17526,17588,62,87,42,45,11,5,16,1,87
2651,50,3,7,48,167,Texas,Galveston County,291309,291312,292484,1172,962,596,366,131,647,778,28,4297
2652,50,3,7,48,169,Texas,Garza County,6461,6461,6467,6,26,26,0,6,0,6,0,2109
2653,50,3,7,48,171,Texas,Gillespie County,24837,24828,24874,46,65,88,-23,5,64,69,0,390
2654,50,3,7,48,173,Texas,Glasscock County,1226,1226,1232,6,5,2,3,1,2,3,0,0
2655,50,3,7,48,175,Texas,Goliad County,7210,7210,7219,9,20,29,-9,0,19,19,-1,93
2656,50,3,7,48,177,Texas,Gonzales County,19807,19811,19797,-14,55,70,-15,4,0,4,-3,311
2657,50,3,7,48,179,Texas,Gray County,22535,22537,22470,-67,83,44,39,1,-113,-112,6,1610
2658,50,3,7,48,181,Texas,Grayson County,120877,120877,121034,157,331,295,36,29,104,133,-12,2214
2659,50,3,7,48,183,Texas,Gregg County,121730,121747,121984,237,491,233,258,53,-61,-8,-13,4414
2660,50,3,7,48,185,Texas,Grimes County,26604,26581,26616,35,91,94,-3,5,35,40,-2,3012
2661,50,3,7,48,187,Texas,Guadalupe County,131533,131527,132587,1060,414,162,252,29,729,758,50,1888
2662,50,3,7,48,189,Texas,Hale County,36273,36206,36269,63,164,99,65,6,-5,1,-3,2802
2663,50,3,7,48,191,Texas,Hall County,3353,3353,3359,6,6,5,1,3,3,6,-1,44
2664,50,3,7,48,193,Texas,Hamilton County,8517,8512,8465,-47,21,54,-33,1,-15,-14,0,254
2665,50,3,7,48,195,Texas,Hansford County,5613,5613,5599,-14,18,17,1,1,-17,-16,1,60
2666,50,3,7,48,197,Texas,Hardeman County,4139,4139,4159,20,14,10,4,0,14,14,2,21
2667,50,3,7,48,199,Texas,Hardin County,54635,54635,54784,149,176,103,73,2,76,78,-2,380
2668,50,3,7,48,201,Texas,Harris County,4092459,4093176,4107666,14490,16102,5385,10717,4293,-139,4154,-381,44554
2669,50,3,7,48,203,Texas,Harrison County,65631,65640,65765,125,206,100,106,5,21,26,-7,1363
2670,50,3,7,48,205,Texas,Hartley County,6062,6062,6064,2,9,5,4,1,-4,-3,1,1406
2671,50,3,7,48,207,Texas,Haskell County,5899,5902,5879,-23,16,34,-18,2,-8,-6,1,544
2672,50,3,7,48,209,Texas,Hays County,157107,157103,158214,1111,500,238,262,25,760,785,64,7017
2673,50,3,7,48,211,Texas,Hemphill County,3807,3807,3795,-12,15,12,3,4,-20,-16,1,40
2674,50,3,7,48,213,Texas,Henderson County,78532,78578,78665,87,222,269,-47,6,129,135,-1,1242
2675,50,3,7,48,215,Texas,Hidalgo County,774769,774764,779149,4385,3771,909,2862,285,1212,1497,26,6982
2676,50,3,7,48,217,Texas,Hill County,35089,35088,35144,56,107,61,46,11,4,15,-5,829
2677,50,3,7,48,219,Texas,Hockley County,22935,22927,22853,-74,99,73,26,9,-115,-106,6,641
2678,50,3,7,48,221,Texas,Hood County,51182,51163,51268,105,129,110,19,18,70,88,-2,701
2679,50,3,7,48,223,Texas,Hopkins County,35161,35163,35208,45,122,125,-3,3,47,50,-2,431
2680,50,3,7,48,225,Texas,Houston County,23732,23731,23682,-49,60,112,-52,5,1,6,-3,2908
2681,50,3,7,48,227,Texas,Howard County,35012,35012,34993,-19,106,117,-11,22,-26,-4,-4,6080
2682,50,3,7,48,229,Texas,Hudspeth County,3476,3476,3472,-4,11,0,11,0,-14,-14,-1,86
2683,50,3,7,48,231,Texas,Hunt County,86129,86144,86365,221,283,243,40,28,146,174,7,1869
2684,50,3,7,48,233,Texas,Hutchinson County,22150,22251,22214,-37,63,49,14,3,-57,-54,3,260
2685,50,3,7,48,235,Texas,Irion County,1599,1597,1607,10,5,4,1,0,9,9,0,0
2686,50,3,7,48,237,Texas,Jack County,9044,9041,9004,-37,23,35,-12,2,-27,-25,0,1140
2687,50,3,7,48,239,Texas,Jackson County,14075,14075,14091,16,54,20,34,1,-17,-16,-2,217
2688,50,3,7,48,241,Texas,Jasper County,35710,35710,35777,67,110,132,-22,6,82,88,1,941
2689,50,3,7,48,243,Texas,Jeff Davis County,2342,2342,2344,2,4,1,3,0,-2,-2,1,88
2690,50,3,7,48,245,Texas,Jefferson County,252273,252277,252455,178,875,538,337,97,-245,-148,-11,15983
2691,50,3,7,48,247,Texas,Jim Hogg County,5300,5300,5287,-13,16,22,-6,-2,-6,-8,1,16
2692,50,3,7,48,249,Texas,Jim Wells County,40838,40843,40894,51,167,116,51,2,0,2,-2,357
2693,50,3,7,48,251,Texas,Johnson County,150934,150956,151264,308,484,228,256,22,43,65,-13,2644
2694,50,3,7,48,253,Texas,Jones County,20202,20192,20238,46,25,20,5,4,36,40,1,5007
2695,50,3,7,48,255,Texas,Karnes County,14824,14828,14889,61,36,11,25,6,30,36,0,3336
2696,50,3,7,48,257,Texas,Kaufman County,103350,103348,103872,524,355,247,108,15,382,397,19,1336
2697,50,3,7,48,259,Texas,Kendall County,33410,33384,33589,205,85,90,-5,9,193,202,8,519
2698,50,3,7,48,261,Texas,Kenedy County,416,413,417,4,0,0,0,0,4,4,0,0
2699,50,3,7,48,263,Texas,Kent County,808,808,812,4,1,1,0,0,5,5,-1,52
2700,50,3,7,48,265,Texas,Kerr County,49625,49644,49643,-1,136,185,-49,14,38,52,-4,1910
2701,50,3,7,48,267,Texas,Kimble County,4607,4605,4601,-4,12,6,6,0,-10,-10,0,43
2702,50,3,7,48,269,Texas,King County,286,285,288,3,1,0,1,0,2,2,0,0
2703,50,3,7,48,271,Texas,Kinney County,3598,3598,3590,-8,5,22,-17,2,7,9,0,332
2704,50,3,7,48,273,Texas,Kleberg County,32061,32061,32037,-24,98,86,12,28,-65,-37,1,1974
2705,50,3,7,48,275,Texas,Knox County,3719,3719,3723,4,10,22,-12,0,16,16,0,104
2706,50,3,7,48,277,Texas,Lamar County,49793,49791,49820,29,150,143,7,4,23,27,-5,713
2707,50,3,7,48,279,Texas,Lamb County,13977,13976,13993,17,49,63,-14,4,29,33,-2,184
2708,50,3,7,48,281,Texas,Lampasas County,19677,19675,19762,87,62,27,35,10,40,50,2,222
2709,50,3,7,48,283,Texas,La Salle County,6886,6886,6913,27,20,3,17,0,8,8,2,1583
2710,50,3,7,48,285,Texas,Lavaca County,19263,19264,19256,-8,46,51,-5,3,-3,0,-3,409
2711,50,3,7,48,287,Texas,Lee County,16612,16609,16591,-18,49,53,-4,0,-13,-13,-1,525
2712,50,3,7,48,289,Texas,Leon County,16801,16798,16723,-75,42,85,-43,1,-33,-32,0,104
2713,50,3,7,48,291,Texas,Liberty County,75643,75643,75859,216,249,171,78,13,126,139,-1,5144
2714,50,3,7,48,293,Texas,Limestone County,23384,23388,23492,104,85,33,52,18,34,52,0,1592
2715,50,3,7,48,295,Texas,Lipscomb County,3302,3302,3283,-19,14,10,4,1,-24,-23,0,37
2716,50,3,7,48,297,Texas,Live Oak County,11531,11533,11556,23,34,34,0,1,22,23,0,1164
2717,50,3,7,48,299,Texas,Llano County,19301,19303,19336,33,35,52,-17,3,47,50,0,184
2718,50,3,7,48,301,Texas,Loving County,82,82,84,2,0,0,0,0,2,2,0,0
2719,50,3,7,48,303,Texas,Lubbock County,278831,278918,280301,1383,1079,511,568,75,698,773,42,11037
2720,50,3,7,48,305,Texas,Lynn County,5915,5915,5914,-1,23,4,19,0,-21,-21,1,42
2721,50,3,7,48,307,Texas,McCulloch County,8283,8284,8231,-53,30,41,-11,0,-44,-44,2,109
2722,50,3,7,48,309,Texas,McLennan County,234906,234903,235917,1014,850,413,437,39,519,558,19,9085
2723,50,3,7,48,311,Texas,McMullen County,707,707,711,4,1,1,0,0,3,3,1,0
2724,50,3,7,48,313,Texas,Madison County,13664,13670,13739,69,45,42,3,7,54,61,5,2554
2725,50,3,7,48,315,Texas,Marion County,10546,10535,10485,-50,24,62,-38,0,-11,-11,-1,167
2726,50,3,7,48,317,Texas,Martin County,4799,4799,4809,10,20,19,1,0,10,10,-1,48
2727,50,3,7,48,319,Texas,Mason County,4012,4013,4010,-3,8,20,-12,3,7,10,-1,3
2728,50,3,7,48,321,Texas,Matagorda County,36702,36702,36709,7,121,100,21,5,-15,-10,-4,400
2729,50,3,7,48,323,Texas,Maverick County,54258,54258,54432,174,233,100,133,-21,64,43,-2,969
2730,50,3,7,48,325,Texas,Medina County,46006,45993,46114,121,119,67,52,8,61,69,0,2309
2731,50,3,7,48,327,Texas,Menard County,2242,2242,2230,-12,3,16,-13,0,1,1,0,38
2732,50,3,7,48,329,Texas,Midland County,136872,136872,136974,102,546,228,318,13,-225,-212,-4,1678
2733,50,3,7,48,331,Texas,Milam County,24757,24759,24681,-78,68,84,-16,3,-66,-63,1,405
2734,50,3,7,48,333,Texas,Mills County,4936,4941,4968,27,14,7,7,0,19,19,1,151
2735,50,3,7,48,335,Texas,Mitchell County,9403,9403,9412,9,31,29,2,0,7,7,0,2406
2736,50,3,7,48,337,Texas,Montague County,19719,19720,19718,-2,65,50,15,0,-16,-16,-1,266
2737,50,3,7,48,339,Texas,Montgomery County,455746,455747,459208,3461,1520,766,754,325,2235,2560,147,3224
2738,50,3,7,48,341,Texas,Moore County,21904,21904,22005,101,93,19,74,42,-14,28,-1,154
2739,50,3,7,48,343,Texas,Morris County,12934,12934,12919,-15,40,55,-15,2,0,2,-2,145
2740,50,3,7,48,345,Texas,Motley County,1210,1205,1205,0,5,7,-2,0,2,2,0,0
2741,50,3,7,48,347,Texas,Nacogdoches County,64524,64524,64685,161,238,99,139,18,6,24,-2,5144
2742,50,3,7,48,349,Texas,Navarro County,47735,47840,47869,29,167,126,41,1,-6,-5,-7,832
2743,50,3,7,48,351,Texas,Newton County,14445,14445,14448,3,26,19,7,1,-4,-3,-1,724
2744,50,3,7,48,353,Texas,Nolan County,15216,15213,15244,31,52,23,29,0,4,4,-2,410
2745,50,3,7,48,355,Texas,Nueces County,340223,340223,340245,22,1143,693,450,110,-535,-425,-3,5792
2746,50,3,7,48,357,Texas,Ochiltree County,10223,10223,10171,-52,33,28,5,5,-68,-63,6,54
2747,50,3,7,48,359,Texas,Oldham County,2052,2052,2050,-2,5,5,0,0,-2,-2,0,282
2748,50,3,7,48,361,Texas,Orange County,81837,81837,82012,175,265,180,85,5,91,96,-6,639
2749,50,3,7,48,363,Texas,Palo Pinto County,28111,28132,28095,-37,78,94,-16,2,-21,-19,-2,263
2750,50,3,7,48,365,Texas,Panola County,23796,23796,23772,-24,60,100,-40,4,15,19,-3,358
2751,50,3,7,48,367,Texas,Parker County,116927,116949,117316,367,352,268,84,21,259,280,3,3121
2752,50,3,7,48,369,Texas,Parmer County,10269,10269,10265,-4,28,38,-10,5,2,7,-1,73
2753,50,3,7,48,371,Texas,Pecos County,15507,15507,15523,16,50,35,15,4,-1,3,-2,2025
2754,50,3,7,48,373,Texas,Polk County,45413,45415,45446,31,136,162,-26,14,37,51,6,4241
2755,50,3,7,48,375,Texas,Potter County,121073,121078,121371,293,532,316,216,85,1,86,-9,6919
2756,50,3,7,48,377,Texas,Presidio County,7818,7817,7875,58,36,18,18,6,32,38,2,0
2757,50,3,7,48,379,Texas,Rains County,10914,10916,10913,-3,23,40,-17,1,12,13,1,66
2758,50,3,7,48,381,Texas,Randall County,120725,120720,121179,459,381,266,115,34,298,332,12,2000
2759,50,3,7,48,383,Texas,Reagan County,3367,3367,3353,-14,13,2,11,1,-27,-26,1,27
2760,50,3,7,48,385,Texas,Real County,3309,3309,3322,13,8,5,3,0,10,10,0,70
2761,50,3,7,48,387,Texas,Red River County,12860,12862,12874,12,34,23,11,-1,4,3,-2,189
2762,50,3,7,48,389,Texas,Reeves County,13783,13783,13834,51,43,11,32,9,11,20,-1,3110
2763,50,3,7,48,391,Texas,Refugio County,7383,7383,7375,-8,21,8,13,0,-21,-21,0,129
2764,50,3,7,48,393,Texas,Roberts County,929,929,924,-5,4,4,0,0,-6,-6,1,0
2765,50,3,7,48,395,Texas,Robertson County,16622,16620,16555,-65,43,74,-31,-1,-34,-35,1,193
2766,50,3,7,48,397,Texas,Rockwall County,78337,78345,78919,574,217,114,103,26,420,446,25,659
2767,50,3,7,48,399,Texas,Runnels County,10501,10502,10508,6,33,47,-14,0,20,20,0,194
2768,50,3,7,48,401,Texas,Rusk County,53330,53309,53361,52,146,113,33,6,20,26,-7,5210
2769,50,3,7,48,403,Texas,Sabine County,10834,10836,10871,35,23,23,0,0,32,32,3,79
2770,50,3,7,48,405,Texas,San Augustine County,8865,8861,8854,-7,23,17,6,-1,-11,-12,-1,223
2771,50,3,7,48,407,Texas,San Jacinto County,26384,26378,26474,96,77,45,32,-1,64,63,1,128
2772,50,3,7,48,409,Texas,San Patricio County,64804,64802,64431,-371,209,198,11,14,-425,-411,29,680
2773,50,3,7,48,411,Texas,San Saba County,6131,6130,6134,4,11,27,-16,1,17,18,2,684
2774,50,3,7,48,413,Texas,Schleicher County,3461,3461,3503,42,8,2,6,-1,34,33,3,0
2775,50,3,7,48,415,Texas,Scurry County,16921,16919,16928,9,59,53,6,-1,6,5,-2,1724
2776,50,3,7,48,417,Texas,Shackelford County,3378,3376,3383,7,10,2,8,0,-2,-2,1,36
2777,50,3,7,48,419,Texas,Shelby County,25448,25448,25458,10,89,55,34,4,-25,-21,-3,172
2778,50,3,7,48,421,Texas,Sherman County,3034,3034,3025,-9,5,8,-3,0,-7,-7,1,31
2779,50,3,7,48,423,Texas,Smith County,209714,209725,210408,683,726,437,289,27,366,393,1,4127
2780,50,3,7,48,425,Texas,Somervell County,8490,8491,8500,9,19,21,-2,4,7,11,0,287
2781,50,3,7,48,427,Texas,Starr County,60968,60967,61134,167,325,107,218,-13,-36,-49,-2,810
2782,50,3,7,48,429,Texas,Stephens County,9630,9634,9620,-14,33,14,19,1,-36,-35,2,591
2783,50,3,7,48,431,Texas,Sterling County,1143,1143,1137,-6,4,7,-3,0,-4,-4,1,35
2784,50,3,7,48,433,Texas,Stonewall County,1490,1490,1496,6,0,8,-8,0,11,11,3,27
2785,50,3,7,48,435,Texas,Sutton County,4128,4128,4062,-66,9,18,-9,0,-62,-62,5,13
2786,50,3,7,48,437,Texas,Swisher County,7854,7859,7918,59,25,6,19,1,38,39,1,645
2787,50,3,7,48,439,Texas,Tarrant County,1809034,1810664,1817480,6816,6695,2611,4084,938,1813,2751,-19,20634
2788,50,3,7,48,441,Texas,Taylor County,131506,131515,131835,320,483,329,154,80,91,171,-5,5287
2789,50,3,7,48,443,Texas,Terrell County,984,984,1011,27,6,0,6,1,18,19,2,0
2790,50,3,7,48,445,Texas,Terry County,12651,12651,12682,31,44,14,30,6,-4,2,-1,1166
2791,50,3,7,48,447,Texas,Throckmorton County,1641,1641,1639,-2,5,0,5,0,-6,-6,-1,13
2792,50,3,7,48,449,Texas,Titus County,32334,32334,32419,85,118,61,57,9,21,30,-2,357
2793,50,3,7,48,451,Texas,Tom Green County,110224,110228,110678,450,396,200,196,53,192,245,9,5165
2794,50,3,7,48,453,Texas,Travis County,1024266,1024444,1030503,6059,3859,1117,2742,932,2192,3124,193,23046
2795,50,3,7,48,455,Texas,Trinity County,14585,14675,14729,54,43,29,14,0,39,39,1,138
2796,50,3,7,48,457,Texas,Tyler County,21766,21760,21764,4,53,46,7,2,-2,0,-3,2448
2797,50,3,7,48,459,Texas,Upshur County,39309,39311,39377,66,111,76,35,9,24,33,-2,516
2798,50,3,7,48,461,Texas,Upton County,3355,3349,3338,-11,7,14,-7,0,-6,-6,2,61
2799,50,3,7,48,463,Texas,Uvalde County,26405,26405,26443,38,96,74,22,9,9,18,-2,564
2800,50,3,7,48,465,Texas,Val Verde County,48879,48879,48971,92,206,122,84,24,-13,11,-3,1945
2801,50,3,7,48,467,Texas,Van Zandt County,52579,52552,52579,27,121,164,-43,5,69,74,-4,667
2802,50,3,7,48,469,Texas,Victoria County,86793,86793,86883,90,315,139,176,22,-104,-82,-4,1508
2803,50,3,7,48,471,Texas,Walker County,67861,67860,68241,381,148,68,80,21,264,285,16,16708
2804,50,3,7,48,473,Texas,Waller County,43205,43274,43519,245,147,34,113,15,112,127,5,3703
2805,50,3,7,48,475,Texas,Ward County,10658,10658,10594,-64,28,35,-7,0,-60,-60,3,125
2806,50,3,7,48,477,Texas,Washington County,33718,33699,33708,9,103,110,-7,8,13,21,-5,1816
2807,50,3,7,48,479,Texas,Webb County,250304,250304,251370,1066,1328,311,1017,137,-74,63,-14,3479
2808,50,3,7,48,481,Texas,Wharton County,41280,41280,41281,1,131,139,-8,5,10,15,-6,449
2809,50,3,7,48,483,Texas,Wheeler County,5410,5406,5387,-19,11,22,-11,2,-9,-7,-1,46
2810,50,3,7,48,485,Texas,Wichita County,131500,131659,131794,135,458,267,191,131,-179,-48,-8,12187
2811,50,3,7,48,487,Texas,Wilbarger County,13535,13535,13509,-26,46,39,7,4,-38,-34,1,615
2812,50,3,7,48,489,Texas,Willacy County,22134,22136,22225,89,86,18,68,4,18,22,-1,3254
2813,50,3,7,48,491,Texas,Williamson County,422679,422504,426287,3783,1499,404,1095,141,2348,2489,199,5097
2814,50,3,7,48,493,Texas,Wilson County,42918,42905,43051,146,103,112,-9,1,147,148,7,551
2815,50,3,7,48,495,Texas,Winkler County,7110,7110,7085,-25,22,14,8,2,-38,-36,3,97
2816,50,3,7,48,497,Texas,Wise County,59127,59115,59115,0,194,130,64,1,-67,-66,2,980
2817,50,3,7,48,499,Texas,Wood County,41964,41959,41977,18,91,160,-69,3,85,88,-1,1103
2818,50,3,7,48,501,Texas,Yoakum County,7879,7879,7851,-28,38,22,16,-2,-45,-47,3,53
2819,50,3,7,48,503,Texas,Young County,18550,18550,18522,-28,61,92,-31,2,3,5,-2,279
2820,50,3,7,48,505,Texas,Zapata County,14018,14018,14087,69,91,11,80,2,-13,-11,0,30
2821,50,3,7,48,507,Texas,Zavala County,11677,11677,11729,52,37,9,28,12,12,24,0,409
2822,40,4,8,49,0,Utah,Utah,2763885,2763891,2775332,11441,13756,3678,10078,930,488,1418,-55,46152
2823,50,4,8,49,1,Utah,Beaver County,6629,6629,6655,26,42,7,35,0,-10,-10,1,24
2824,50,4,8,49,3,Utah,Box Elder County,49975,49983,50175,192,227,66,161,7,27,34,-3,339
2825,50,4,8,49,5,Utah,Cache County,112656,112656,113386,730,639,86,553,76,97,173,4,3594
2826,50,4,8,49,7,Utah,Carbon County,21403,21403,21403,0,78,80,-2,1,1,2,0,544
2827,50,4,8,49,9,Utah,Daggett County,1059,1061,1077,16,10,0,10,0,5,5,1,63
2828,50,4,8,49,11,Utah,Davis County,306479,306492,307910,1418,1573,346,1227,88,129,217,-26,3293
2829,50,4,8,49,13,Utah,Duchesne County,18607,18605,18647,42,118,19,99,0,-60,-60,3,297
2830,50,4,8,49,15,Utah,Emery County,10976,10976,11005,29,53,13,40,0,-11,-11,0,43
2831,50,4,8,49,17,Utah,Garfield County,5172,5172,5197,25,22,12,10,1,14,15,0,171
2832,50,4,8,49,19,Utah,Grand County,9225,9224,9312,88,33,9,24,5,55,60,4,143
2833,50,4,8,49,21,Utah,Iron County,46163,46163,46263,100,240,81,159,12,-70,-58,-1,1050
2834,50,4,8,49,23,Utah,Juab County,10246,10246,10264,18,48,16,32,1,-16,-15,1,122
2835,50,4,8,49,25,Utah,Kane County,7125,7125,7213,88,15,26,-11,0,88,88,11,100
2836,50,4,8,49,27,Utah,Millard County,12503,12503,12541,38,41,24,17,7,15,22,-1,122
2837,50,4,8,49,29,Utah,Morgan County,9469,9469,9522,53,45,18,27,3,22,25,1,0
2838,50,4,8,49,31,Utah,Piute County,1556,1557,1565,8,4,0,4,0,3,3,1,37
2839,50,4,8,49,33,Utah,Rich County,2264,2264,2254,-10,8,8,0,0,-9,-9,-1,1
2840,50,4,8,49,35,Utah,Salt Lake County,1029655,1029590,1032976,3386,4756,1412,3344,549,-420,129,-87,14006
2841,50,4,8,49,37,Utah,San Juan County,14746,14745,14824,79,58,8,50,1,29,30,-1,289
2842,50,4,8,49,39,Utah,Sanpete County,27822,27822,27940,118,107,30,77,5,36,41,0,2417
2843,50,4,8,49,41,Utah,Sevier County,20802,20801,20798,-3,89,64,25,0,-29,-29,1,301
2844,50,4,8,49,43,Utah,Summit County,36324,36324,36500,176,112,46,66,15,89,104,6,116
2845,50,4,8,49,45,Utah,Tooele County,58218,58218,58502,284,267,99,168,1,108,109,7,355
2846,50,4,8,49,47,Utah,Uintah County,32588,32588,32467,-121,159,30,129,2,-271,-269,19,192
2847,50,4,8,49,49,Utah,Utah County,516564,516639,519998,3359,3252,451,2801,94,447,541,17,13912
2848,50,4,8,49,51,Utah,Wasatch County,23530,23525,23644,119,79,37,42,10,64,74,3,250
2849,50,4,8,49,53,Utah,Washington County,138115,138115,138389,274,607,301,306,8,-25,-17,-15,1853
2850,50,4,8,49,55,Utah,Wayne County,2778,2778,2772,-6,10,2,8,0,-14,-14,0,9
